The Gift // Lewis Hyde // 1983 		
These two lines of thought—the idea of art as a gift and the problem of the market—did not converge for me until I began to read through the work that has been done in anthropology on gifts as a kind of property and gift exchange as a kind of commerce. Many tribal groups circulate a large portion of their material wealth as gifts. Tribesmen are typically enjoined from buying and selling food, for example; even though there may be a strong sense of “mine and thine,” food is always given as a gift and the transaction is governed by the ethics of gift exchange, not those of barter or cash purchase. Not surprisingly, people live differently who treat a portion of their wealth as a gift. To begin with, unlike the sale of a commodity, the giving of a gift tends to establish a relationship between the parties involved.* Furthermore, when gifts circulate within a group, their commerce leaves a series of interconnected relationships in its wake, and a kind of decentralized cohesiveness emerges. There are, as we shall see, five or six related observations of this kind that can be made about a commerce of gifts, and in reading through the anthropological literature I began to realize that a description of gift exchange might offer me the language, the way of speaking, through which I could address the situation of creative artists. And since anthropology tends not to concern itself so much with inner gifts, I soon widened my reading to include all the folk tales I could find involving gifts. Folk wisdom does not differ markedly from tribal wisdom in its sense of what a gift is and does, but folk tales are told in a more interior language: the gifts in fairy tales may, at one level, refer to real property, but at another they are images in the psyche and their story describes for us a spiritual or psychological commerce. In fact, although I offer many accounts of gift exchange in the real world, my hope is that these accounts, too, can be read at several levels, that the real commerce they tell about stands witness to the invisible commerce through which the gifted come to profess their gifts, and we to receive them.	In many tribal societies, material wealth is circulated as gifts, establishing relationships and creating a decentralized cohesiveness. Folk tales also reflect this concept of gift exchange, often symbolizing spiritual or psychological commerce. This understanding of gift exchange can provide insights into the situation of creative artists and the reception of their gifts.	Gift Exchange in Tribal Societies and Folk Tales
The classic work on gift exchange is Marcel Mauss’s “Essai sur le don,” published in France in 1924. The nephew of Émile Durkheim, a Sanskrit scholar, a gifted linguist, and a historian of religions, Mauss belongs to that group of early sociologists whose work is firmly rooted in philosophy and history. His essay begins with the field reports of turn-of-the-century ethnographers (Franz Boas, Bronislaw Malinowski, and Elsdon Best, in particular), but goes on to cover the Roman laws of real estate, a Hindu epic, Germanic dowry customs, and much more. The essay has proved to hold several enduring insights. Mauss noticed, for one thing, that gift economies tend to be marked by three related obligations: the obligation to give, the obligation to accept, and the obligation to reciprocate. He also pointed out that we should understand gift exchange to be a “total social phenomenon”—one whose transactions are at once economic, juridical, moral, aesthetic, religious, and mythological, and whose meaning cannot, therefore, be adequately described from the point of view of any single discipline.	Marcel Mauss, a renowned sociologist, highlighted the complexity of gift exchange in his work "Essai sur le don". He identified three obligations in gift economies: to give, to accept, and to reciprocate. He also emphasized that gift exchange is a "total social phenomenon", encompassing economic, juridical, moral, aesthetic, religious, and mythological aspects, and thus cannot be fully understood from a single disciplinary perspective.	Marcel Mauss and the Total Social Phenomenon of Gift Exchange
Almost every anthropologist who has addressed himself to questions of exchange in the last half century has taken Mauss’s essay as his point of departure. Many names come to mind, including Raymond Firth and Claude Lévi-Strauss, but in my estimation the most interesting recent work has been done by Marshall Sahlins, an economic anthropologist at the University of Chicago. Sahlins’s 1972 Stone Age Economics, in particular, contains an excellent chapter on “The Spirit of the Gift,” which applies a rigorous explication de texte to part of the source material upon which Mauss based his essay, and goes on to place Mauss’s ideas in the history of political philosophy. It was through Sahlins’s writings that I first began to see the possibility of my own work, and I am much indebted to him.	Marshall Sahlins, an economic anthropologist, has expanded on Marcel Mauss's work on gift exchange. His book, "Stone Age Economics", provides a detailed analysis of gift exchange, placing it within a broader political and philosophical context. His work has significantly shaped modern understanding of this concept.	Marshall Sahlins and the Spirit of the Gift
The primary work on gift exchange has been done in anthropology not, it seems to me, because gifts are a primitive or aboriginal form of property—they aren’t—but because gift exchange tends to be an economy of small groups, of extended families, small villages, close-knit communities, brotherhoods and, of course, of tribes. During the last decade a second discipline has turned to the study of gifts, and for a second reason. Medical sociologists have been drawn to questions of gift exchange because they have come to understand that the ethics of gift giving make it a form of commerce appropriate to the transfer of what we might call “sacred properties,” in this case parts of the human body. The earliest work in this field was done by Richard Titmuss, a British professor of social administration, who, in 1971, published The Gift Relationship, a study of how we handle the human blood that is to be used for transfusions. Titmuss compares the British system, which classifies all blood as a gift, with the American, a mixed economy in which some blood is donated and some is bought and sold. Since Titmuss’s work appeared, our increasing ability to transplant actual body organs, kidneys in particular, has led to several books on the ethics and complexities of “the gift of life.”	Medical sociologists have begun studying gift exchange due to its relevance in the transfer of "sacred properties" like human body parts. Richard Titmuss's work, "The Gift Relationship", compares the British system of blood donation, where all blood is considered a gift, with the American system, which is a mix of donations and purchases. This field of study has expanded with the increasing ability to transplant body organs, leading to discussions on the ethics of giving "the gift of life".	Gift Exchange in Medical Sociology: The Case of Blood and Organ Donation
Even such a brief précis of the work that has been done on gift exchange should make it clear that we still lack a comprehensive theory of gifts. Mauss’s work remains our only general statement, and even that, as its title tells us, is an essay, a collection of initial observations with proposals for further study. Most of the work since Mauss has concerned itself with specific topics—in anthropology, law, ethics, medicine, public policy, and so forth. My own work is no exception. The first half of this book is a theory of gift exchange and the second is an attempt to apply the language of that theory to the life of the artist. Clearly, the concerns of the second half were the guide to my reading and theorizing in the first. I touch on many issues, but I pass over many others in silence. With two or three brief exceptions I do not, for example, take up the negative side of gift exchange—gifts that leave an oppressive sense of obligation, gifts that manipulate or humiliate, gifts that establish and maintain hierarchies, and so forth and so on.* This is partly a matter of priority (it has seemed to me that a description of the value and power of gifts must precede an explication of their misuse), but it is mostly a matter of my subject. I have hoped to write an economy of the creative spirit: to speak of the inner gift that we accept as the object of our labor, and the outer gift that has become a vehicle of culture. I am not concerned with gifts given in spite or fear, nor those gifts we accept out of servility or obligation; my concern is the gift we long for, the gift that, when it comes, speaks commandingly to the soul and irresistibly moves us.	While comprehensive theories of gift exchange are lacking, the concept is explored in various fields such as anthropology, law, ethics, and medicine. This work focuses on the positive aspects of gift exchange, particularly in the context of artistic creation. It explores the inner gift that fuels our labor and the outer gift that drives culture, excluding gifts given out of negative emotions or obligation. The focus is on the gifts that deeply resonate with us and compel us to action.	The Economy of the Creative Spirit
 A Theory of Gifts, Chatper 1: Some Food We Could Not Eat 		
When the Puritans first landed in Massachusetts, they discovered a thing so curious about the Indians’ feelings for property that they felt called upon to give it a name. In 1764, when Thomas Hutchinson wrote his history of the colony, the term was already an old saying: “An Indian gift,” he told his readers, “is a proverbial expression signifying a present for which an equivalent return is expected.” We still use this, of course, and in an even broader sense, calling that friend an Indian giver who is so uncivilized as to ask us to return a gift he has given. Imagine a scene. An Englishman comes into an Indian lodge, and his hosts, wishing to make their guest feel welcome, ask him to share a pipe of tobacco. Carved from a soft red stone, the pipe itself is a peace offering that has traditionally circulated among the local tribes, staying in each lodge for a time but always given away again sooner or later. And so the Indians, as is only polite among their people, give the pipe to their guest when he leaves. The Englishman is tickled pink. What a nice thing to send back to the British Museum! He takes it home and sets it on the mantelpiece. A time passes and the leaders of a neighboring tribe come to visit the colonist’s home. To his surprise he finds his guests have some expectation in regard to his pipe, and his translator finally explains to him that if he wishes to show his goodwill he should offer them a smoke and give them the pipe. In consternation the Englishman invents a phrase to describe these people with such a limited sense of private property. The opposite of “Indian giver” would be something like “white man keeper” (or maybe “capitalist”), that is, a person whose instinct is to remove property from circulation, to put it in a warehouse or museum (or, more to the point for capitalism, to lay it aside to be used for production).	The term "Indian giver" originated from a cultural misunderstanding between the Puritans and Native Americans regarding the concept of property. Native Americans had a tradition of circulating certain items, like a peace pipe, as a sign of goodwill, with the expectation that the item would be passed on to others. However, when an Englishman received such a gift, he viewed it as a permanent possession, leading to confusion when the Native Americans expected the item to be passed on. This cultural clash highlights different perspectives on property, with the "Indian giver" representing a culture that circulates property, and the "white man keeper" or "capitalist" representing a culture that removes property from circulation for private use or production.	Cultural Perspectives on Property: The Tale of the 'Indian Giver'
The Indian giver (or the original one, at any rate) understood a cardinal property of the gift: whatever we have been given is supposed to be given away again, not kept. Or, if it is kept, something of similar value should move on in its stead, the way a billiard ball may stop when it sends another scurrying across the felt, its momentum transferred. You may keep your Christmas present, but it ceases to be a gift in the true sense unless you have given something else away. As it is passed along, the gift may be given back to the original donor, but this is not essential. In fact, it is better if the gift is not returned but is given instead to some new, third party. The only essential is this: the gift must always move. There are other forms of property that stand still, that mark a boundary or resist momentum, but the gift keeps going.	Gifts are meant to be passed on, not kept. Even if retained, something of similar value should be given away. The key principle is that a gift must always be in motion, distinguishing it from static forms of property. This continuous circulation embodies the true essence of a gift.	The Perpetual Motion of Gifts
Tribal peoples usually distinguish between gifts and capital. Commonly they have a law that repeats the sensibility implicit in the idea of an Indian gift. “One man’s gift,” they say, “must not be another man’s capital.” Wendy James, a British social anthropologist, tells us that among the Uduk in northeast Africa, “any wealth transferred from one subclan to another, whether animals, grain or money, is in the nature of a gift, and should be consumed, and not invested for growth. If such transferred wealth is added to the subclan’s capital [cattle in this case] and kept for growth and investment, the subclan is regarded as being in an immoral relation of debt to the donors of the original gift.” If a pair of goats received as a gift from another subclan is kept to breed or to buy cattle, “there will be general complaint that the so-and-so’s are getting rich at someone else’s expense, behaving immorally by hoarding and investing gifts, and therefore being in a state of severe debt. It will be expected that they will soon suffer storm damage…”	Tribal societies often distinguish between gifts and capital. For instance, among the Uduk in northeast Africa, wealth transferred from one subclan to another is considered a gift and should be consumed, not invested for growth. If such a gift is used as capital, it's seen as an immoral debt, leading to societal disapproval and expectations of misfortune.	Gifts vs. Capital in Tribal Societies
The goats in this example move from one clan to another just as the stone pipe moved from person to person in my imaginary scene. And what happens then? If the object is a gift, it keeps moving, which in this case means that the man who received the goats throws a big party and everyone gets fed. The goats needn’t be given back, but they surely can’t be set aside to produce milk or more goats. And a new note has been added: the feeling that if a gift is not treated as such, if one form of property is converted into another, something horrible will happen. In folk tales the person who tries to hold on to a gift usually dies; in this anecdote the risk is “storm damage.” (What happens in fact to most tribal groups is worse than storm damage. Where someone manages to commercialize a tribe’s gift relationships the social fabric of the group is invariably destroyed.)	In tribal societies, gifts are expected to keep moving, symbolizing the continuous flow of relationships and goodwill. Misusing a gift, such as using it for personal gain or capital, is seen as a violation of this social contract. Folk tales often depict severe consequences for such actions.	The Consequences of Misusing Gifts in Tribal Societies
If we turn now to a folk tale, we will be able to see all of this from a different angle. Folk tales are like collective dreams; they are told in the kind of voice we hear at the edge of sleep, mingling the facts of our lives with their images in the psyche. The first tale I have chosen was collected from a Scottish woman in the middle of the nineteenth century.	Folk tales blend life facts with psychological imagery, reflecting societal norms. Studying a 19th-century Scottish tale can provide insights into societal dynamics of that era.	Folk Tales as Collective Dreams
The Girl and the Dead Man		
Once upon a time there was an old woman and she had a leash of daughters. One day the eldest daughter said to her mother, “It is time for me to go out into the world and seek my fortune.” “I shall bake a loaf of bread for you to carry with you,” said the mother. When the bread came from the oven the mother asked her daughter, “Would you rather have a small piece and my blessing or a large piece and my curse?” “I would rather have the large piece and your curse,” replied the daughter. Off she went down the road and when the night came wreathing around her she sat at the foot of a wall to eat her bread. A ground quail and her twelve puppies gathered near, and the little birds of the air. “Wilt thou give us a part of thy bread?” they asked. “I won’t, you ugly brutes,” she replied. “I haven’t enough for myself.” “My curse on thee,” said the quail, “and the curse of my twelve birds, and thy mother’s curse which is the worst of all.” The girl arose and went on her way, and the piece of bread had not been half enough. She had not traveled far before she saw a little house, and though it seemed a long way off she soon found herself before its door. She knocked and heard a voice cry out, “Who is there?” “A good maid seeking a master.” “We need that,” said the voice, and the door swung open. The girl’s task was to stay awake every night and watch over a dead man, the brother of the housewife, whose corpse was restless. As her reward she was to receive a peck of gold and a peck of silver. And while she stayed she was to have as many nuts as she broke, as many needles as she lost, as many thimbles as she pierced, as much thread as she used, as many candles as she burned, a bed of green silk over her and a bed of green silk under her, sleeping by day and watching by night. On the very first night, however, she fell asleep in her chair. The housewife came in, struck her with a magic club, killed her dead, and threw her out back on the pile of kitchen garbage. Soon thereafter the middle daughter said to her mother, “It is time for me to follow my sister and seek my fortune.” Her mother baked her a loaf of bread and she too chose the larger piece and her mother’s curse. And what had happened to her sister happened to her. Soon thereafter the youngest daughter said to her mother, “It is time for me to follow my sisters and seek my fortune.” “I had better bake you a loaf of bread,” said her mother, “and which would you rather have, a small piece and my blessing or a large piece and my curse?” “I would rather,” said the daughter, “have the smaller piece and your blessing.” And so she set off down the road and when the night came wreathing around her she sat at the foot of a wall to eat her bread. The ground quail and her twelve puppies and the little birds of the air gathered about. “Wilt thou give us some of that?” they asked. “I will, you pretty creatures, if you will keep me company.” She shared her bread, all of them ate their fill, and the birds clapped their wings about her Ⅎtil she was snug with the warmth. The next morning she saw a house a long way off … [here the task and the wages are repeated]. She sat up at night to watch the corpse, sewing to pass the time. About midnight the dead man sat up and screwed up a grin. “If you do not lie down properly I will give you one good leathering with a stick,” she cried. He lay down. After a while he rose up on one elbow and screwed up a grin; and a third time he sat and screwed up a grin. When he rose the third time she walloped him with the stick. The stick stuck to the dead man and her hand stuck to the stick and off they went! He dragged her through the woods, and when it was high for him it was low for her, and when it was low for him it was high for her. The nuts were knocking at their eyes and the wild plums beat at their ears until they both got through the wood. Then they returned home. The girl was given the peck of gold, the peck of silver, and a vessel of cordial. She found her two sisters and rubbed them with the cordial and brought them back to life. And they left me sitting here, and if they were well, ′tis well; if they were not, let them be.	An old woman's three daughters each decide to seek their fortune. The mother bakes each a loaf of bread, offering a small piece with her blessing or a large piece with her curse. The eldest two choose the larger piece and the curse, and both meet unfortunate ends while serving in a haunted house. The youngest daughter chooses the smaller piece and her mother's blessing. She shares her bread with animals, receives their blessings, and successfully completes the haunted house task. She revives her sisters with a magical cordial, demonstrating the power of generosity and blessings.	The Blessing and the Curse: A Folk Tale
There are at least four gifts in this story. The first, of course, is the bread, which the mother gives to her daughters as a going-away present. This becomes the second gift when the youngest daughter shares her bread with the birds. She keeps the gift in motion—the moral point of the tale. Several benefits, in addition to her survival, come to her as a result of treating the gift correctly. These are the fruits of the gift. First, she and the birds are relieved of their hunger; second, the birds befriend her; and third, she’s able to stay awake all night and accomplish her task. (As we shall see, these results are not accidental, they are typical fruits of the gift.)	In a folk tale, the mother's bread is the first gift, which becomes the second gift when the youngest daughter shares it with birds.  This act of keeping the gift in motion brings her benefits like satiating hunger, gaining bird allies, and successfully completing her task, demonstrating the positive outcomes of proper gift exchange.	The Cycle of Gifts
In the morning the third gift, the vessel of cordial, appears. “Cordial” used to mean a liqueur taken to stimulate the heart. In the original Gaelic of this tale the phrase is ballen íocshlaint, which translates more literally as “teat of ichor” or “teat of health” (“ichor” being the fluid that flows instead of blood in the veins of the gods). So what the girl is given is a vial of healing liquid, not unlike the “water of life,” which appears in folk tales from all over the world. It has power: with it she is able to revive her sisters.	The third gift in the folk tale is a vessel of cordial, a healing liquid similar to the "water of life" found in many folk tales. This powerful gift enables the girl to revive her sisters, demonstrating the transformative power of gifts.	The Healing Gift
This liquid is thrown in as a reward for the successful completion of her task. It’s a gift, mentioned nowhere in the wonderful litany of wages offered to each daughter. We will leave for later the question of where it comes from; for now, we are looking at what happens to the gift after it is given, and again we find that this girl is no dummy—she moves it right along, giving it to her sisters to bring them back to life. That is the fourth and final gift in the tale.	The tale concludes with the girl using a healing liquid, a gift she received, to revive her sisters, thus continuing the cycle of giving.	The Final Gift
This story also gives us a chance to see what happens if the gift is not allowed to move on. A gift that cannot move loses its gift properties. Traditional belief in Wales holds that when the fairies give bread to the poor, the loaves must be eaten on the day they are given or they will turn to toadstools. If we think of the gift as a constantly flowing river, we may say that the girl in the tale who treats it correctly does so by allowing herself to become a channel for its current. When someone tries to dam up the river, one of two things will happen: either it will stagnate or it will fill the person up until he bursts. In this folk tale it is not just the mother’s curse that gets the first two girls. The night birds give them a second chance, and one imagines the mother bird would not have repeated the curse had she met with generosity. But instead the girls try to dam the flow, thinking that what counts is ownership and size. The effect is clear: by keeping the gift they get no more. They are no longer channels for the stream and they no longer enjoy its fruits, one of which seems to be their own lives. Their mother’s bread has turned to toadstools inside them.	The story illustrates the concept that a gift that is not passed on loses its essence as a gift. When the girls in the tale try to hoard the gift, it stagnates and they lose its benefits, including their own lives. The gift must flow like a river, and those who try to dam it up suffer the consequences.	The Stagnation of Hoarded Gifts
Another way to describe the motion of the gift is to say that a gift must always be used up, consumed, eaten. The gift is property that perishes. It is no accident that the gifts in two of our stories so far have been food. Food is one of the most common images for the gift because it is so obviously consumed. Even when the gift is not food, when it is something we would think of as a durable good, it is often referred to as a thing to be eaten. Shell necklaces and armbands are the ritual gifts in the Trobriand Islands, and when they are passed from one group to the next, protocol demands that the man who gives them away toss them on the ground and say, “Here, some food we could not eat.” Or, again, a man in another tribe that Wendy James has studied says, in speaking of the money he was given at the marriage of his daughter, that he will pass it on rather than spend it on himself. Only, he puts it this way: “If I receive money for the children God has given me, I cannot eat it. I must give it to others.”	Gifts, symbolized often by food, are meant to be consumed or used up, not hoarded. Even durable goods are referred to as items to be 'eaten', emphasizing the transient nature of gifts. The act of giving away is a crucial aspect of the gift's life cycle, reinforcing its purpose and value.	The Consumable Nature of Gifts
Many of the most famous of the gift systems we know about center on food and treat durable goods as if they were food. The potlatch of the American Indians along the North Pacific coast was originally a “big feed.” At its simplest a pot-latch was a feast lasting several days given by a member of a tribe who wanted his rank in the group to be publicly recognized. Marcel Mauss translates the verb “potlatch” as “to nourish” or “to consume.” Used as a noun, a “potlatch” is a “feeder” or “place to be satiated.” Potlatches included durable goods, but the point of the festival was to have these perish as if they were food. Houses were burned; ceremonial objects were broken and thrown into the sea. One of the potlatch tribes, the Haida, called their feasting “killing wealth.”	The potlatch, a traditional feast among North Pacific coast tribes, symbolizes the transient nature of gifts. It involves not only the sharing of food but also the destruction of durable goods, emphasizing the concept of 'killing wealth'. This ritual highlights the idea that gifts, like food, are meant to be consumed or used up.	Potlatch: The Consumption of Wealth
To say that the gift is used up, consumed, and eaten sometimes means that it is truly destroyed as in these last examples, but more simply and accurately it means that the gift perishes for the person who gives it away. In gift exchange the transaction itself consumes the object. Now, it is true that something often comes back when a gift is given, but if this were made an explicit condition of the exchange, it wouldn’t be a gift. If the girl in our story had offered to sell the bread to the birds, the whole tone would have been different. But instead she sacrifices it: her mother’s gift is dead and gone when it leaves her hand. She no longer controls it, nor has she any contract about repayment. For her, the gift has perished. This, then, is how I use “consume” to speak of a gift—a gift is consumed when it moves from one hand to another with no assurance of anything in return. There is little difference, therefore, between its consumption and its movement. A market exchange has an equilibrium or stasis: you pay to balance the scale. But when you give a gift there is momentum, and the weight shifts from body to body.	A gift is consumed when it is given without the expectation of a return, signifying a shift in control and ownership. Unlike market exchanges that aim for equilibrium, gift-giving carries momentum, transferring value from one person to another. This process is not about balancing scales, but about the movement and transformation of the gift.	The Momentum of Gift-Giving
I must add one more word on what it is to consume, because the Western industrial world is famous for its “consumer goods” and they are not at all what I mean. Again, the difference is in the form of the exchange, a thing we can feel most concretely in the form of the goods themselves. I remember the time I went to my first rare-book fair and saw how the first editions of Thoreau and Whitman and Crane had been carefully packaged in heat-shrunk plastic with the price tags on the inside. Somehow the simple addition of air-tight plastic bags had transformed the books from vehicles of liveliness into commodities, like bread made with chemicals to keep it from perishing. In commodity exchange it’s as if the buyer and the seller were both in plastic bags; there’s none of the contact of a gift exchange. There is neither motion nor emotion because the whole point is to keep the balance, to make sure the exchange itself doesn’t consume anything or involve one person with another. Consumer goods are consumed by their owners, not by their exchange.	Unlike gifts, consumer goods are not consumed through exchange but by their owners. The exchange of consumer goods lacks the emotional connection and momentum inherent in gift-giving. The aim is to maintain balance, preventing the exchange from consuming anything or fostering personal involvement, which contrasts with the transformative nature of gifts.	The Distinction Between Gifts and Consumer Goods
The desire to consume is a kind of lust. We long to have the world flow through us like air or food. We are thirsty and hungry for something that can only be carried inside bodies. But consumer goods merely bait this lust, they do not satisfy it. The consumer of commodities is invited to a meal without passion, a consumption that leads to neither satiation nor fire. He is a stranger seduced into feeding on the drippings of someone else’s capital without benefit of its inner nourishment, and he is hungry at the end of the meal, depressed and weary as we all feel when lust has dragged us from the house and led us to nothing.	Consumerism is likened to an unsatisfied lust, where the consumption of commodities fails to satiate or ignite passion, leaving the consumer feeling empty and weary.	The Unfulfilled Desire of Consumerism
Gift exchange has many fruits, as we shall see, and to the degree that the fruits of the gift can satisfy our needs there will always be pressure for property to be treated as a gift. This pressure, in a sense, is what keeps the gift in motion. When the Uduk warn that a storm will ruin the crops if someone tries to stop the gift from moving, it is really their desire for the gift that will bring the storm. A restless hunger springs up when the gift is not being eaten. The brothers Grimm found a folk tale they called “The Ungrateful Son”:	When gifts are not allowed to move, a restless hunger arises, as illustrated in the Grimm Brothers' tale "The Ungrateful Son".	The Consequences of Stagnant Gifts
